Transporter,Address,Numbers,Contact Person
SREE GANESH PACKERS & MOVERS,"bangalore , bangalore","Contact No : 9632999855, 32468859,",Contact Person : NULL
SOUTH LEO PACKER & MOVERS,"d-191- dduttl- 2nd stage near kanterwa studio yeshwanthpur , bangalore","Contact No : 9341301214, 32935821,",Contact Person : kishan sharma
ASSOCIATED ROAD CARRIERS LTD,"no-374&375- munishamappa building- manasandra yelahanka- doddaballapur- banglore , bangalore","Contact No : 9341808811, 080, 32429594, 28464953,",Contact Person : mr mandal
UNISON INSURANCE PVT. LTD.,"no.-11 niton building- palace road- bengaluru - 560042- karnataka , bangalore","Contact No : 9880012472, ,",Contact Person : mr. k. lakshminarayanan
VINAY PACKERS & MOVERS,"20/2. fazal e-salar complex- 2nd main road kalsipalyam new extn. , bangalore","Contact No : 9844259318, 080, 22916088,",Contact Person : vinay
SRI LINGESHWARAA TRANSPORT,"b-191- lst floor devraj urs truck terminal 2nd stage industrial suburb opp. kanterwa studio yeshwanthpur , bangalore","Contact No : 9986659147, 41221642, 41221641,",Contact Person : e. rangaswamy
ICICI LOMBARD GENERAL INSURANCE CO. LTD,"2nd floor- prestige corniche- richmond town- near lifestyle showrooms- bengaluru - 560025- karnataka , bangalore","Contact No : 9886216989, ,",Contact Person : mr. mahesh guddapurmath
K.E.M. CARGO MOVERS (BNG),"no.43/3- ramanna building 18th km. tumkur road madanayakanahalli madvara , bangalore","Contact No : 9611749063, 32484252,",Contact Person : farooq ashok kumar
BHAGWI GOLDEN TRANSPORT COMPANY,"106-107- 18th k.m. tumkur road opp. tci bus stop. banglore , bangalore","Contact No : 9341559599, 32529599, 9342059599",Contact Person : satveer singh
LIFT N SIFT PACKERS & MOVERS,"market b/h- 55 wrd of 15th cross willson garden , bangalore","Contact No : 9845346818, 22575288,",Contact Person : altaf pasha
TIMES PACKERS & MOVERS,"147-� 3rd main- 1st cross indira nagar- bangalore -560038 , bangalore","Contact No : , 080 , 41177887, 080 , 41177887,",Contact Person : ashish singhania
ACE MULTI AXES SYSTEM LIMITED,"site no-17- plot no-467-468-469- survey no-46- 4th phase- peenya industrial are- banglore , bangalore","Contact No : , 080, 28362651, 41171036,",Contact Person : mr gopal
JN ROADLINES,"fc complex� - 1st main road�kalasipalayam new extension- bangalore -560002 , bangalore","Contact No : , 080 , 22238666, 080 , 22918730,",Contact Person : javed
AURO TRANSPORT SERVICE,"c-60- dduttl 2nd floor kanterwa studio main road yeshwanthpur , bangalore","Contact No : 9448456308, ,",Contact Person : uma
INTEGRATED ENTERPRISES (INDIA) LTD.,"door no:- 12- ramana plaza- 5th cross- maleshwaram- bengaluru - 560003- karnataka , bangalore","Contact No : , 80, 23446386, 23361170, 23460815,",Contact Person : mr. vidhynathan
PRESTIGE PACKERS & MOVERS,"183/5- lst cross wilson garden banglore , bangalore","Contact No : 9845398454, ,",Contact Person : NULL
ECONOMIC TRANSPORT ORGANISATION LIMITED,"70/1- mission road , bangalore","Contact No : 8431924777, 22223778,",Contact Person : s. k. pushp
PRERANA MOTORS PVT. LTD.,"no. 11� 5th cross�kalasipalayam new extension- bangalore -560002 , bangalore","Contact No : 9945690535, ,",Contact Person : NULL
INFONET HEALTH & WEALTH SOLUTIONS PVT. LTD.,"no-6- roopa complex- 1st floor- 3rd main chamarajpet- bengaluru - 560018- karnataka , bangalore","Contact No : 9886140412, 80, 22429381,",Contact Person : mr. prahalad vaidya
OCEANUS SHIPPING PVT. LTD.,"12- 1st 'a' main- grass villa- beml township road- g. m. palya- new thippasandra- bangalore , bangalore","Contact No : 9945592154, 080, 422085064,",Contact Person : mr. vinod
OM SHREE SAI PACKERS & MOVERS,"bangalore , bangalore","Contact No : 9845835973, ,",Contact Person : NULL
INDICON ENTERPRISES LIMITED,"no. 87/4- brunton road- thapar niketan- bengaluru - 560025- karnataka , bangalore","Contact No : 9886073040, 080, 41259924,",Contact Person : mr. hemnath
SIDHU TRANSPORT,"21/2- harish compound shop no.1- 18th km. tumkur road madhvara , bangalore","Contact No : 9379012959, 22795351,",Contact Person : rajesh kumar
AUTOMOTIVE MARKETING PVT. LTD.,"plot no. mz/210- 16th cross- 1st main� vishal tower�sampangiram nagar- bangalore -560027 , bangalore","Contact No : 9686132222, ,",Contact Person : yogesh
R.R. ROADWAYS,"d-103- dduttl 8th main industrial suburb 2nd stage yeshwanthpur , bangalore","Contact No : 9448476809, 41228229, 23378099, 32401499,",Contact Person : r.ravichandra
KHUSHI PACKER & MOVERS,"18th. k.m. tumkur road m.n. halli bangalore , bangalore","Contact No : 7259441503, ,",Contact Person : zakir khan
ROYAL FORWARDERS PRIVATE LIMITED,"16 mes colony- konena agrahara- halpost- bangalore , bangalore","Contact No : 8051258577, 51258588,",Contact Person : NULL
OM SHREE PARCEL SERVICE,"141-� 4th block- kh garden wilson garden- bangalore -560027 , bangalore","Contact No : 9448733076, 080 , 22293167,",Contact Person : shanmugam
ANITHA ROADLINES,"b/29- dduttl near kanterwa studio indiestrial suburb yeshwanthpur , bangalore","Contact No : 9449738430, 25572150, 23571342, 41228118, 41228199,",Contact Person : m.r. shekhar
NOVA PACKERS & MOVERS,"1050- 8th- b-- main road hsr leyout 7th sec. koramangala , bangalore","Contact No : 9900000122, 65985991, 25725715,",Contact Person : nand kisor
AEROMAR LOGISTICS INDIA PVT LTD,"no. 198- 3rd floor vinayaka complex - 2nd cross domlur- bangalore , bangalore","Contact No : , 080, 65683108,",Contact Person : mr. dinakar
WEALTH AND RISK MANAGEMENT,"no. 505- 2nd block- 4th main- ravindra nath tagore nagar- bengaluru - 560032- karnataka , bangalore","Contact No : 9341965522, 80, 41697331, 41697332, 4169733,",Contact Person : mr. k. n. chamdramohan
ICI PACKERS & MOVERS,"26/7. 24th main b.t.m layput 2nd stage banglore , bangalore","Contact No : 9945528927, 22111038,",Contact Person : lav kumar
NEHA ROADLINES,"4- dhundusa choultry complex 3rd cross kalsipalyam new extn. , bangalore","Contact No : , 22297589,",Contact Person :
PARADISE PACKERS AND MOVERS,"16/42nd floor lst floor cross- kalasipalyam- new extn. , bangalore","Contact No : 9845529654, 64518889,",Contact Person : manjunath
EXPRESS HOME RELOCATION (REGD.),"b-42- 3rd floor main dduttl yeshwanthpur bangalore , bangalore","Contact No : 9945263151, 080, 32491534,",Contact Person : amit sharma
SRI DEVI CRANE SERVICES,"13/1- a.m. road- kalasipalyam- bengaluru - 560002- karnataka , bangalore","Contact No : , 80, 26700520,",Contact Person : mr. dinesh babu
PRIYANSHU PACKER & MOVERS,"42- snr. complex. 18th km tumkur road , bangalore","Contact No : 9379791010, 32476405,",Contact Person : naveen sharma
SRI SHAKTHI MOBILE CRANE SERVICE,"c-129- d devaraj uras- truck terminal layout- yeshwanthpura inal. suburb- bengaluru - 560022- karnataka , bangalore","Contact No : 9845212622, 80, 23572497,",Contact Person : mr. vinayagam
KALYANI LOGISTICS,"18-d- ll phase ind- area peenya banglore , bangalore","Contact No : 9972483321, 28376787,",Contact Person : ganesh s shetty
OVERSEAS EXPRESS,"58- 2nd floor- 3rd cross- lalbagh road- behind garuda maruti- show room- banglore , bangalore","Contact No : , 080, 40967086, 40912972,",Contact Person : NULL
MANOJ - SEA AIR CARGO SYSTEMS,"21-1st cross- 1st a main- off mission road ground floor - ckc garden residency road- bangalore , bangalore","Contact No : 9845084657, 080, 41237258,",Contact Person : manoj malpani
DELHI PUINJAB ROADLINES,"sy. no.469/3- c.n. murthy bldg. tumkur road lst stage peenya main road banglore , bangalore","Contact No : 9845215544, 41178815, 41178818,",Contact Person : t. venkatesh
ABLE CARE ENGINEERING SOLUTION SERVICE,"no-7- 1st floor- 6th cross- mathru layout- gkvk post- yelahanka- banglore , bangalore","Contact No : 9742439797, ,",Contact Person : mr ravindranath
SUNRISE CARGO MOVERS,"nh-7- hosur bengaluru maind road attlbele , bangalore","Contact No : 9964610665, 27821976,",Contact Person : k.nazeer ahmed
N.R.L. PACKER & MOVERS,"41-hn-4- 18th km. tumkur road tci bus stop opp. pps- madanayakanahalli , bangalore","Contact No : 8088833339, 23712719,",Contact Person : subhas singh
MANAVI PACKERS & MOVERS,"47- lst floor lst cross kalsipalyam new extn. , bangalore","Contact No : 9844036676, 32944005,",Contact Person : harish tanwar
TOTAL STRATEGIC SOLUTIONS INDIA PVT. LTD.,"no. 43- annexe road h.a.l. ii stage� leela palace�kodihalli- bangalore , bangalore","Contact No : 9972039804, ,",Contact Person : NULL
SAHARA TRANS PACKERS & MOVERS PVT.LTD.,"16- 6th cross - h. siddaiah road opp. srmt transport bangalore , bangalore","Contact No : 9972472954, 65344499, 41266993,",Contact Person : m.s. ethender
ARYAN PACKERS MOVERS (REGD.),"plot no.b-163-llnd floor 3rd main dduttl ind. subrubh yeshwanthpur , bangalore","Contact No : 9343586600, 080, 32496600,",Contact Person : devi singh
POOJA PACKERS & MOVERS,"b-163- lst floor 3rd main dduttl industrial suburb , bangalore","Contact No : 9342777288, 32922430, 23470794,",Contact Person : NULL
GREEN INDIA PACKERS & MOVERS,"no.32- 2nd floor lalbag road k.s. garden 4th cross bng. , bangalore","Contact No : 9141653001, 32963001,",Contact Person : sunil kumar
VINIT PACKERS & MOVERS,"b-55- dduttl 2nd stage ind. suburb yeshwanthpur , bangalore","Contact No : 9900415353, 32914513, 412282353,",Contact Person : sukhveer sangwan
DECCAN MOTOR SERVICE,"50-� khazi street basavanagudi- bangalore -560004 , bangalore","Contact No : , 080 , 26576982, 080 , 41205554,",Contact Person : akram
B B C INDIA,"d-101- dduttl. 2nd stage idustrial suburb yeshwanthpur , bangalore","Contact No : 9449151437, 080, 23378713,",Contact Person : uday kumar
A.K.R. PARCEL SERVICE PVT. LTD.,"50/a- new timber yard layout- mysore road- g.e.f layout�g.e.f.- bangalore -560026 , bangalore","Contact No : , 080 , 26747095,",Contact Person : NULL
DHELIVERY,"137-9th cross-binnamangala 1st stage-near insurance metro station , bangalore","Contact No : 7338468408, 7411338188, 7338468488",Contact Person : tanveer pasha
XING RELOCATION,"c-112- dduttl ind- suburb yeshwanthpur , bangalore","Contact No : 9341848494, 080, 32558494,",Contact Person : NULL
CITY LOCAL PACKERS & MOVERS,"bangalore , bangalore","Contact No : 9448205439, ,",Contact Person : NULL
SAFE & EXPRESS PACKER & MOVERS,"bangalore , bangalore","Contact No : 9886171987, 22235277,",Contact Person :
CPC PARCEL SERVICE,"no. 4� siddappa building� - 1st stage�peenya s.i.- bangalore -560058 , bangalore","Contact No : 9980554680, 080 , 28395083,",Contact Person : dhanpal
AQUA PACKERS AND MOVERS PVT.LTD.,"30/8- s.j. tower 4th floor mission road banglore , bangalore","Contact No : 9845799605, 22222371. 22483831,",Contact Person : NULL
TRANS FREIGHT LOGISTICS BANGALORE,"no. 58 anchepalya nagasandra post tumkur road bangalore 560073 near state bank of india , bangalore","Contact No : 8884100740, 8861611425, 8861611425",Contact Person : ajeet kumar
CHOUDHARY CARGO MOVERS,"36-37- adakamarnahalli village dasanpura hobli market post- behind himalya drug company , bangalore","Contact No : 9739180561, ,",Contact Person : mange ram
BSL PACKERS & MOVERS,"bangalore , bangalore","Contact No : 9019182268, 41163248,",Contact Person : NULL
RAJ CARGO MOVERS,"h.o. 21/2- harish compound madanayakanahalli madvara post tumkur road , bangalore","Contact No : 9844259927, ,",Contact Person : narender babu
DHARANI TRANSPORTS,"shri sharadha samaja building� - 1st main road gavipuram extension- bangalore -560019 , bangalore","Contact No : 9448543279, 080 , 26679820, 080 , 26604035,",Contact Person : raju
SUPREME TRANSPORT SOLUCTION PVT.LTD.,"12- anish nivash 5th cross sudhama nagar , bangalore","Contact No : 9341006656, 32210016, 41534197,",Contact Person : abhay singh
LINK PACKER & MOVERS,"bangalore , bangalore","Contact No : , 26591639,",Contact Person : NULL
RAJARAJESHWARI CRANE SERVICE,"no. 5� mahi nilaya�rajaji nagar 6th block- bangalore -560010 , bangalore","Contact No : 9448364019, ,",Contact Person : NULL
A ONE INDUSTRIAL PACKERS AND MOVERS,"2nd cross bairappa layout- govindapura�nagavara- bangalore -560045 , bangalore","Contact No : , 080 , 25445823,",Contact Person : NULL
OMDEV PACKERS & MOVERS,"bangalore , bangalore","Contact No : 9353053535, 32403580,",Contact Person : NULL
JAI SAIRAM TRANSPORT CO.,"d-101- dduttl. 2nd stage idustrial suburb yeshwanthpur , bangalore","Contact No : 9341604603, 080, 41604603,",Contact Person : m.k.tiwari
J.J GOLDEN TRANSPORT CO.,"d-102- dduttl 2nd stage yeswanthpur , bangalore","Contact No : 9342139114, 080, 233708011,",Contact Person : j.s. chouhan
SACHDEVA ROADLINES PVT LTD,"no.24/2- j.c.road ist cross- behind poornima theatre. , bangalore","Contact No : 9035197496, 8376808371, 08041142178, 0129, 4183700, 4183799,",Contact Person : rakesh manchanda
PLAN PACKER & MOVERS,"no-5- 5th cross kalsipalyam new extn. , bangalore","Contact No : 9538975741, 22222342,",Contact Person : ashok
SHARMA PACKERS & MOVERS (REGD.),"sharma mansion b-6 devraj urs terminal yeshwanthpur , bangalore","Contact No : 9916103157, 22130456,",Contact Person : r.s. sharma
AXA GROUP SOLUTIONS,"2nd floor- n-1- 29th main- btm 1st stage- bengaluru - 560068- karnataka , bangalore","Contact No : 9986612861, ,",Contact Person : mr. deepak reja
SAHARA DOMESTICS & INTERNATIONAL PACKER & MOVER PVT.LTD.,"sahara house 15th. 8th cross. h. siddaiah road , bangalore","Contact No : , 41145912,",Contact Person : NULL
SZ OVERSEAS,"door no-44- 3rd cross- 9th main- b.t.m. layout- 1st stage- bengaluru - 560029- karnataka , bangalore","Contact No : 9845093279, 080, 2678278,",Contact Person : mr. syed zabiulla
TIME TOUCH CARGO,"2 & 4- 2nd main sri muneswara building kalasipalyam new extn. , bangalore","Contact No : 9845152067, 41324688,",Contact Person : NULL
DEVPUNJ HOME RELOCATIONS,"puttanhali circale near munivenkatappa farm 7th phase- j.p. nagar , bangalore","Contact No : 9483540011, 26631436,",Contact Person : NULL
RAM DEV CARGO CARRIERS,"46-� m.m. lane- nagarathpet�bangalore city h.o- bangalore -560002 , bangalore","Contact No : , 080 , 41324523,",Contact Person : bharath sanghvi
A.N.Z. PACKERS & MOVERS,"2948- 6th cross 19th main hal 2nd stage off airport road indra nagar , bangalore","Contact No : 9845292729, 25214488, 25216019,",Contact Person : NULL
INDUSTRIAL CRANES,"87/3- whitefield road- opp. iti ancillary estate- mahadevapura post- bengaluru - 560048- karnataka , bangalore","Contact No : 9945141110, 80, 28532080,",Contact Person : mr. waseem baig
1ST SHIVAM CARGO PACKERS & MOVERS,"no. 18- 1st floor� hsr layout- rajiv gandhi nagar�bommanahalli- bangalore -560068 , bangalore","Contact No : , 080 , 32477134,",Contact Person : rajbir singh
CCI RELOCATOR,"1-2- madhu complex ccl center , bangalore","Contact No : 9342887988, 65521188,",Contact Person : suryakanth
CHAHAT CARGO MOVERS,"chetan house adakimranahalli dassapura hobali market , bangalore","Contact No : 9343826291, ,",Contact Person : kalod kumar
24X7 WORLDWIDE LOGISTICS,"no. 104/4 chinnappa building - basava samithi layout vidyaranyapura- bangalore , bangalore","Contact No : 9535150930, 9886523399, ,",Contact Person : mr. prakash
SRI GANESH TRANSPORT,"no.47 lst floor singasandra near e-city garden resturant hosur main road banglore , bangalore","Contact No : 9342533685, 25744777, 25744888, 25744999, 9783855500",Contact Person : hitler
CLASSIC CLEARING AND FORWARDING PVT. LTD.,"sri sai no.8- 3rd floor- 60 feet road- g block- sahakar nagar- bangalore , bangalore","Contact No : 8025238859, 080, 25238859,",Contact Person : NULL
